device_id,status_datetime,received_at,pt_cur,pt_b,p_con,pe_cur,operation_status,operation,remain_time_minutes,remain_time_seconds,status_code,data_cycle,network_cycle
SPC0001,20260519044813,2026-05-19T04:48:13.379Z,1.41,1.38,1.8,1.36,1,3,2,41,0,1,1
SPC0001,20260519044814,2026-05-19T04:48:14.405Z,1.4,1.41,1.8,1.35,1,3,4,16,0,1,1
SPC0001,20260519044814,2026-05-19T04:48:14.544Z,1.42,1.41,1.8,1.37,1,2,4,24,0,1,1
SPC0002,20260519044815,2026-05-19T04:48:15.654Z,1.77,1.76,1.8,1.72,1,3,4,48,0,1,1
SPC0001,20260519044816,2026-05-19T04:48:16.382Z,1.41,1.42,1.8,1.36,1,2,1,51,0,1,1
SPC0001,20260519044817,2026-05-19T04:48:17.411Z,1.43,1.42,1.8,1.38,1,2,0,57,0,1,1
SPC0001,20260519044817,2026-05-19T04:48:17.551Z,1.45,1.43,1.8,1.4,1,2,4,46,0,1,1
SPC0002,20260519044818,2026-05-19T04:48:18.657Z,1.79,1.76,1.8,1.74,1,3,0,48,0,1,1
SPC0001,20260519044819,2026-05-19T04:48:19.389Z,1.43,1.43,1.8,1.38,1,2,0,18,0,1,1
SPC0001,20260519044820,2026-05-19T04:48:20.420Z,1.44,1.43,1.8,1.39,1,2,0,39,0,1,1
SPC0001,20260519044820,2026-05-19T04:48:20.557Z,1.45,1.43,1.8,1.4,1,2,4,17,0,1,1
SPC0002,20260519044821,2026-05-19T04:48:21.666Z,1.77,1.79,1.8,1.72,1,3,4,3,0,1,1
SPC0001,20260519044822,2026-05-19T04:48:22.398Z,1.44,1.45,1.8,1.39,1,2,4,21,0,1,1
SPC0001,20260519044823,2026-05-19T04:48:23.432Z,1.46,1.45,1.8,1.41,1,2,4,29,0,1,1
SPC0001,20260519044823,2026-05-19T04:48:23.558Z,1.46,1.46,1.8,1.41,1,2,0,31,0,1,1
SPC0002,20260519044824,2026-05-19T04:48:24.680Z,1.79,1.79,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519044825,2026-05-19T04:48:25.412Z,1.44,1.46,1.8,1.39,1,2,2,38,0,1,1
SPC0001,20260519044826,2026-05-19T04:48:26.445Z,1.44,1.44,1.8,1.39,1,1,0,0,0,1,1
SPC0001,20260519044826,2026-05-19T04:48:26.568Z,1.45,1.44,1.8,1.4,1,1,0,0,0,1,1
SPC0002,20260519044827,2026-05-19T04:48:27.689Z,1.79,1.79,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519044828,2026-05-19T04:48:28.420Z,1.46,1.45,1.8,1.41,1,1,0,0,0,1,1
SPC0001,20260519044829,2026-05-19T04:48:29.459Z,1.46,1.45,1.8,1.41,1,1,0,0,0,1,1
SPC0001,20260519044829,2026-05-19T04:48:29.570Z,1.48,1.46,1.8,1.43,1,1,0,0,0,1,1
SPC0002,20260519044830,2026-05-19T04:48:30.691Z,1.77,1.79,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519044831,2026-05-19T04:48:31.424Z,1.46,1.46,1.8,1.41,1,2,0,3,0,1,1
SPC0001,20260519044832,2026-05-19T04:48:32.470Z,1.47,1.46,1.8,1.42,1,2,1,47,0,1,1
SPC0001,20260519044832,2026-05-19T04:48:32.580Z,1.48,1.46,1.8,1.43,1,2,0,28,0,1,1
SPC0002,20260519044833,2026-05-19T04:48:33.699Z,1.76,1.77,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044834,2026-05-19T04:48:34.431Z,1.47,1.48,1.8,1.42,1,2,2,50,0,1,1
SPC0001,20260519044835,2026-05-19T04:48:35.478Z,1.46,1.48,1.8,1.41,1,2,2,14,0,1,1
SPC0001,20260519044835,2026-05-19T04:48:35.587Z,1.46,1.46,1.8,1.41,1,2,3,2,0,1,1
SPC0002,20260519044836,2026-05-19T04:48:36.710Z,1.77,1.77,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519044837,2026-05-19T04:48:37.443Z,1.45,1.46,1.8,1.4,1,1,0,0,0,1,1
SPC0001,20260519044838,2026-05-19T04:48:38.487Z,1.46,1.45,1.8,1.41,1,3,3,47,0,1,1
SPC0001,20260519044838,2026-05-19T04:48:38.596Z,1.45,1.45,1.8,1.4,1,2,2,26,0,1,1
SPC0002,20260519044839,2026-05-19T04:48:39.717Z,1.76,1.77,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044840,2026-05-19T04:48:40.452Z,1.43,1.45,1.8,1.38,1,2,0,18,0,1,1
SPC0001,20260519044841,2026-05-19T04:48:41.492Z,1.43,1.45,1.8,1.38,1,2,1,48,0,1,1
SPC0001,20260519044841,2026-05-19T04:48:41.602Z,1.42,1.43,1.8,1.37,1,2,4,56,0,1,1
SPC0002,20260519044842,2026-05-19T04:48:42.727Z,1.76,1.77,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044843,2026-05-19T04:48:43.459Z,1.41,1.43,1.8,1.36,1,2,1,12,0,1,1
SPC0001,20260519044844,2026-05-19T04:48:44.502Z,1.41,1.41,1.8,1.36,1,2,4,55,0,1,1
SPC0001,20260519044844,2026-05-19T04:48:44.611Z,1.41,1.41,1.8,1.36,1,2,2,56,0,1,1
SPC0002,20260519044845,2026-05-19T04:48:45.732Z,1.78,1.76,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519044846,2026-05-19T04:48:46.465Z,1.41,1.41,1.8,1.36,1,1,0,0,0,1,1
SPC0001,20260519044847,2026-05-19T04:48:47.512Z,1.39,1.41,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519044847,2026-05-19T04:48:47.621Z,1.41,1.39,1.8,1.36,1,1,0,0,0,1,1
SPC0002,20260519044848,2026-05-19T04:48:48.741Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519044849,2026-05-19T04:48:49.473Z,1.41,1.39,1.8,1.36,1,1,0,0,0,1,1
SPC0001,20260519044850,2026-05-19T04:48:50.518Z,1.42,1.41,1.8,1.37,1,1,0,0,0,1,1
SPC0001,20260519044850,2026-05-19T04:48:50.626Z,1.41,1.41,1.8,1.36,1,1,0,0,0,1,1
SPC0002,20260519044851,2026-05-19T04:48:51.750Z,1.75,1.77,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519044852,2026-05-19T04:48:52.487Z,1.42,1.41,1.8,1.37,1,3,2,10,0,1,1
SPC0001,20260519044853,2026-05-19T04:48:53.529Z,1.41,1.41,1.8,1.36,1,3,1,41,0,1,1
SPC0001,20260519044853,2026-05-19T04:48:53.638Z,1.41,1.41,1.8,1.36,1,3,3,43,0,1,1
SPC0002,20260519044854,2026-05-19T04:48:54.761Z,1.76,1.77,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044855,2026-05-19T04:48:55.493Z,1.4,1.41,1.8,1.35,1,3,2,8,0,1,1
SPC0001,20260519044856,2026-05-19T04:48:56.536Z,1.4,1.4,1.8,1.35,1,3,0,18,0,1,1
SPC0001,20260519044856,2026-05-19T04:48:56.646Z,1.39,1.4,1.8,1.34,1,3,4,54,0,1,1
SPC0002,20260519044857,2026-05-19T04:48:57.776Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519044858,2026-05-19T04:48:58.506Z,1.37,1.39,1.8,1.32,1,3,1,37,0,1,1
SPC0001,20260519044859,2026-05-19T04:48:59.547Z,1.36,1.39,1.8,1.31,1,3,2,26,0,1,1
SPC0001,20260519044859,2026-05-19T04:48:59.657Z,1.36,1.36,1.8,1.31,1,3,2,52,0,1,1
SPC0002,20260519044900,2026-05-19T04:49:00.780Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519044901,2026-05-19T04:49:01.511Z,1.37,1.36,1.8,1.32,1,3,0,1,0,1,1
SPC0001,20260519044902,2026-05-19T04:49:02.555Z,1.38,1.37,1.8,1.33,1,3,0,32,0,1,1
SPC0001,20260519044902,2026-05-19T04:49:02.665Z,1.38,1.37,1.8,1.33,1,3,2,42,0,1,1
SPC0002,20260519044903,2026-05-19T04:49:03.788Z,1.76,1.77,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044904,2026-05-19T04:49:04.518Z,1.37,1.38,1.8,1.32,1,3,3,23,0,1,1
SPC0001,20260519044905,2026-05-19T04:49:05.565Z,1.36,1.38,1.8,1.31,1,3,1,46,0,1,1
SPC0001,20260519044905,2026-05-19T04:49:05.674Z,1.38,1.36,1.8,1.33,1,3,2,29,0,1,1
SPC0002,20260519044906,2026-05-19T04:49:06.793Z,1.78,1.77,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519044907,2026-05-19T04:49:07.523Z,1.39,1.36,1.8,1.34,1,3,3,42,0,1,1
SPC0001,20260519044908,2026-05-19T04:49:08.573Z,1.38,1.39,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519044908,2026-05-19T04:49:08.681Z,1.37,1.39,1.8,1.32,1,1,0,0,0,1,1
SPC0002,20260519044909,2026-05-19T04:49:09.803Z,1.77,1.78,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519044910,2026-05-19T04:49:10.534Z,1.36,1.37,1.8,1.31,1,1,0,0,0,1,1
SPC0001,20260519044911,2026-05-19T04:49:11.576Z,1.36,1.37,1.8,1.31,1,3,0,13,0,1,1
SPC0001,20260519044911,2026-05-19T04:49:11.686Z,1.38,1.36,1.8,1.33,1,3,1,8,0,1,1
SPC0002,20260519044912,2026-05-19T04:49:12.815Z,1.76,1.78,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044913,2026-05-19T04:49:13.548Z,1.36,1.36,1.8,1.31,1,3,3,6,0,1,1
SPC0001,20260519044914,2026-05-19T04:49:14.578Z,1.35,1.36,1.8,1.3,1,3,3,39,0,1,1
SPC0001,20260519044914,2026-05-19T04:49:14.688Z,1.34,1.36,1.8,1.29,1,3,3,38,0,1,1
SPC0002,20260519044915,2026-05-19T04:49:15.824Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044916,2026-05-19T04:49:16.558Z,1.34,1.34,1.8,1.29,1,3,2,19,0,1,1
SPC0001,20260519044917,2026-05-19T04:49:17.591Z,1.33,1.34,1.8,1.28,1,3,0,2,0,1,1
SPC0001,20260519044917,2026-05-19T04:49:17.697Z,1.33,1.33,1.8,1.28,1,3,1,0,0,1,1
SPC0002,20260519044918,2026-05-19T04:49:18.824Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044919,2026-05-19T04:49:19.569Z,1.32,1.33,1.8,1.27,1,3,4,12,0,1,1
SPC0001,20260519044920,2026-05-19T04:49:20.599Z,1.32,1.32,1.8,1.27,1,3,4,13,0,1,1
SPC0001,20260519044920,2026-05-19T04:49:20.707Z,1.34,1.32,1.8,1.29,1,3,2,17,0,1,1
SPC0002,20260519044921,2026-05-19T04:49:21.827Z,1.74,1.76,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519044922,2026-05-19T04:49:22.577Z,1.35,1.34,1.8,1.3,1,3,2,40,0,1,1
SPC0001,20260519044923,2026-05-19T04:49:23.606Z,1.35,1.34,1.8,1.3,1,3,4,9,0,1,1
SPC0001,20260519044923,2026-05-19T04:49:23.713Z,1.33,1.35,1.8,1.28,1,3,1,3,0,1,1
SPC0002,20260519044924,2026-05-19T04:49:24.837Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519044925,2026-05-19T04:49:25.586Z,1.32,1.35,1.8,1.27,1,3,3,27,0,1,1
SPC0001,20260519044926,2026-05-19T04:49:26.617Z,1.32,1.32,1.8,1.27,1,3,2,5,0,1,1
SPC0001,20260519044926,2026-05-19T04:49:26.726Z,1.3,1.32,1.8,1.25,1,3,2,23,0,1,1
SPC0002,20260519044927,2026-05-19T04:49:27.837Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519044928,2026-05-19T04:49:28.601Z,1.31,1.3,1.8,1.26,1,3,3,0,0,1,1
SPC0001,20260519044929,2026-05-19T04:49:29.627Z,1.3,1.3,1.8,1.25,1,3,2,12,0,1,1
SPC0001,20260519044929,2026-05-19T04:49:29.737Z,1.3,1.3,1.8,1.25,1,1,0,0,0,1,1
SPC0002,20260519044930,2026-05-19T04:49:30.842Z,1.77,1.76,1.8,1.72,1,2,3,36,0,1,1
SPC0001,20260519044931,2026-05-19T04:49:31.610Z,1.32,1.3,1.8,1.27,1,1,0,0,0,1,1
SPC0001,20260519044932,2026-05-19T04:49:32.638Z,1.32,1.32,1.8,1.27,1,2,0,58,0,1,1
SPC0001,20260519044932,2026-05-19T04:49:32.747Z,1.33,1.32,1.8,1.28,1,2,4,44,0,1,1
SPC0002,20260519044933,2026-05-19T04:49:33.852Z,1.77,1.77,1.8,1.72,1,2,4,47,0,1,1
SPC0001,20260519044934,2026-05-19T04:49:34.615Z,1.34,1.33,1.8,1.29,1,2,2,13,0,1,1
SPC0001,20260519044935,2026-05-19T04:49:35.647Z,1.32,1.33,1.8,1.27,1,2,0,54,0,1,1
SPC0001,20260519044935,2026-05-19T04:49:35.756Z,1.32,1.32,1.8,1.27,1,2,4,32,0,1,1
SPC0002,20260519044936,2026-05-19T04:49:36.859Z,1.77,1.77,1.8,1.72,1,2,3,21,0,1,1
SPC0001,20260519044937,2026-05-19T04:49:37.621Z,1.31,1.32,1.8,1.26,1,2,3,29,0,1,1
SPC0001,20260519044938,2026-05-19T04:49:38.651Z,1.32,1.31,1.8,1.27,1,2,1,27,0,1,1
SPC0001,20260519044938,2026-05-19T04:49:38.759Z,1.34,1.31,1.8,1.29,1,1,0,0,0,1,1
SPC0002,20260519044939,2026-05-19T04:49:39.866Z,1.78,1.77,1.8,1.73,1,2,0,18,0,1,1
SPC0001,20260519044940,2026-05-19T04:49:40.632Z,1.33,1.34,1.8,1.28,1,1,0,0,0,1,1
SPC0001,20260519044941,2026-05-19T04:49:41.662Z,1.33,1.34,1.8,1.28,1,1,0,0,0,1,1
SPC0001,20260519044941,2026-05-19T04:49:41.772Z,1.33,1.33,1.8,1.28,1,1,0,0,0,1,1
SPC0002,20260519044942,2026-05-19T04:49:42.867Z,1.78,1.77,1.8,1.73,1,2,4,45,0,1,1
SPC0001,20260519044943,2026-05-19T04:49:43.646Z,1.33,1.33,1.8,1.28,1,1,0,0,0,1,1
SPC0001,20260519044944,2026-05-19T04:49:44.675Z,1.31,1.33,1.8,1.26,1,1,0,0,0,1,1
SPC0001,20260519044944,2026-05-19T04:49:44.785Z,1.31,1.33,1.8,1.26,1,1,0,0,0,1,1
SPC0002,20260519044945,2026-05-19T04:49:45.875Z,1.77,1.78,1.8,1.72,1,2,0,52,0,1,1
SPC0001,20260519044946,2026-05-19T04:49:46.654Z,1.33,1.31,1.8,1.28,1,1,0,0,0,1,1
SPC0001,20260519044947,2026-05-19T04:49:47.684Z,1.34,1.31,1.8,1.29,1,1,0,0,0,1,1
SPC0001,20260519044947,2026-05-19T04:49:47.795Z,1.35,1.34,1.8,1.3,1,1,0,0,0,1,1
SPC0002,20260519044948,2026-05-19T04:49:48.883Z,1.79,1.78,1.8,1.74,1,2,3,45,0,1,1
SPC0001,20260519044949,2026-05-19T04:49:49.661Z,1.37,1.34,1.8,1.32,1,1,0,0,0,1,1
SPC0001,20260519044950,2026-05-19T04:49:50.693Z,1.36,1.37,1.8,1.31,1,1,0,0,0,1,1
SPC0001,20260519044950,2026-05-19T04:49:50.802Z,1.38,1.37,1.8,1.33,1,1,0,0,0,1,1
SPC0002,20260519044951,2026-05-19T04:49:51.881Z,1.77,1.79,1.8,1.72,1,2,3,53,0,1,1
SPC0001,20260519044952,2026-05-19T04:49:52.667Z,1.38,1.38,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519044953,2026-05-19T04:49:53.702Z,1.39,1.38,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519044953,2026-05-19T04:49:53.810Z,1.4,1.39,1.8,1.35,1,1,0,0,0,1,1
SPC0002,20260519044954,2026-05-19T04:49:54.892Z,1.76,1.79,1.8,1.71,1,2,0,58,0,1,1
SPC0001,20260519044955,2026-05-19T04:49:55.673Z,1.4,1.39,1.8,1.35,1,1,0,0,0,1,1
SPC0001,20260519044956,2026-05-19T04:49:56.704Z,1.4,1.4,1.8,1.35,1,3,1,49,0,1,1
SPC0001,20260519044956,2026-05-19T04:49:56.813Z,1.41,1.4,1.8,1.36,1,3,2,51,0,1,1
SPC0002,20260519044957,2026-05-19T04:49:57.904Z,1.74,1.76,1.8,1.69,1,3,3,13,0,1,1
SPC0001,20260519044958,2026-05-19T04:49:58.683Z,1.4,1.41,1.8,1.35,1,3,4,25,0,1,1
SPC0001,20260519044959,2026-05-19T04:49:59.713Z,1.39,1.41,1.8,1.34,1,3,3,47,0,1,1
SPC0001,20260519044959,2026-05-19T04:49:59.823Z,1.37,1.39,1.8,1.32,1,3,1,48,0,1,1
SPC0002,20260519045000,2026-05-19T04:50:00.916Z,1.73,1.76,1.8,1.68,1,3,3,33,0,1,1
SPC0001,20260519045001,2026-05-19T04:50:01.697Z,1.38,1.39,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045002,2026-05-19T04:50:02.726Z,1.39,1.38,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045002,2026-05-19T04:50:02.835Z,1.4,1.38,1.8,1.35,1,1,0,0,0,1,1
SPC0002,20260519045003,2026-05-19T04:50:03.926Z,1.75,1.73,1.8,1.7,1,3,1,5,0,1,1
SPC0001,20260519045004,2026-05-19T04:50:04.703Z,1.38,1.4,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045005,2026-05-19T04:50:05.730Z,1.4,1.4,1.8,1.35,1,1,0,0,0,1,1
SPC0001,20260519045005,2026-05-19T04:50:05.838Z,1.38,1.4,1.8,1.33,1,1,0,0,0,1,1
SPC0002,20260519045006,2026-05-19T04:50:06.928Z,1.74,1.73,1.8,1.69,1,3,4,2,0,1,1
SPC0001,20260519045007,2026-05-19T04:50:07.708Z,1.38,1.4,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045008,2026-05-19T04:50:08.736Z,1.38,1.38,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045008,2026-05-19T04:50:08.845Z,1.37,1.38,1.8,1.32,1,1,0,0,0,1,1
SPC0002,20260519045009,2026-05-19T04:50:09.937Z,1.73,1.74,1.8,1.68,1,3,4,17,0,1,1
SPC0001,20260519045010,2026-05-19T04:50:10.716Z,1.38,1.37,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045011,2026-05-19T04:50:11.744Z,1.39,1.37,1.8,1.34,1,3,0,42,0,1,1
SPC0001,20260519045011,2026-05-19T04:50:11.853Z,1.4,1.39,1.8,1.35,1,3,0,51,0,1,1
SPC0002,20260519045012,2026-05-19T04:50:12.942Z,1.71,1.74,1.8,1.66,1,3,2,32,0,1,1
SPC0001,20260519045013,2026-05-19T04:50:13.721Z,1.4,1.39,1.8,1.35,1,3,4,0,0,1,1
SPC0001,20260519045014,2026-05-19T04:50:14.747Z,1.39,1.4,1.8,1.34,1,3,3,28,0,1,1
SPC0001,20260519045014,2026-05-19T04:50:14.857Z,1.38,1.4,1.8,1.33,1,3,3,4,0,1,1
SPC0002,20260519045015,2026-05-19T04:50:15.949Z,1.72,1.71,1.8,1.67,1,3,3,22,0,1,1
SPC0001,20260519045016,2026-05-19T04:50:16.726Z,1.38,1.38,1.8,1.33,1,3,2,31,0,1,1
SPC0001,20260519045017,2026-05-19T04:50:17.755Z,1.38,1.38,1.8,1.33,1,3,4,12,0,1,1
SPC0001,20260519045017,2026-05-19T04:50:17.865Z,1.39,1.38,1.8,1.34,1,3,2,16,0,1,1
SPC0002,20260519045018,2026-05-19T04:50:18.954Z,1.72,1.71,1.8,1.67,1,3,2,56,0,1,1
SPC0001,20260519045019,2026-05-19T04:50:19.737Z,1.41,1.38,1.8,1.36,1,3,4,51,0,1,1
SPC0001,20260519045020,2026-05-19T04:50:20.763Z,1.42,1.41,1.8,1.37,1,1,0,0,0,1,1
SPC0001,20260519045020,2026-05-19T04:50:20.871Z,1.4,1.41,1.8,1.35,1,1,0,0,0,1,1
SPC0002,20260519045021,2026-05-19T04:50:21.959Z,1.7,1.72,1.8,1.65,1,3,4,28,0,1,1
SPC0001,20260519045022,2026-05-19T04:50:22.737Z,1.39,1.4,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045023,2026-05-19T04:50:23.769Z,1.38,1.4,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045023,2026-05-19T04:50:23.879Z,1.37,1.38,1.8,1.32,1,1,0,0,0,1,1
SPC0002,20260519045024,2026-05-19T04:50:24.968Z,1.7,1.72,1.8,1.65,1,3,0,35,0,1,1
SPC0001,20260519045025,2026-05-19T04:50:25.745Z,1.39,1.38,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045026,2026-05-19T04:50:26.772Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045026,2026-05-19T04:50:26.882Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0002,20260519045027,2026-05-19T04:50:27.973Z,1.69,1.7,1.8,1.64,1,3,3,26,0,1,1
SPC0001,20260519045028,2026-05-19T04:50:28.752Z,1.4,1.39,1.8,1.35,1,1,0,0,0,1,1
SPC0001,20260519045029,2026-05-19T04:50:29.780Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045029,2026-05-19T04:50:29.889Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0002,20260519045030,2026-05-19T04:50:30.978Z,1.7,1.7,1.8,1.65,1,3,2,20,0,1,1
SPC0001,20260519045031,2026-05-19T04:50:31.756Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0001,20260519045032,2026-05-19T04:50:32.785Z,1.38,1.39,1.8,1.33,1,1,0,0,0,1,1
SPC0001,20260519045032,2026-05-19T04:50:32.893Z,1.39,1.39,1.8,1.34,1,1,0,0,0,1,1
SPC0002,20260519045033,2026-05-19T04:50:33.985Z,1.7,1.7,1.8,1.65,1,3,2,51,0,1,1
SPC0001,20260519045034,2026-05-19T04:50:34.767Z,1.4,1.39,1.8,1.35,1,1,0,0,0,1,1
SPC0001,20260519045035,2026-05-19T04:50:35.799Z,1.41,1.39,1.8,1.36,1,1,0,0,0,1,1
SPC0001,20260519045035,2026-05-19T04:50:35.907Z,1.41,1.41,1.8,1.36,1,2,4,0,0,1,1
SPC0002,20260519045036,2026-05-19T04:50:36.998Z,1.72,1.7,1.8,1.67,1,1,0,0,0,1,1
SPC0001,20260519045037,2026-05-19T04:50:37.778Z,1.41,1.41,1.8,1.36,1,2,1,20,0,1,1
SPC0001,20260519045038,2026-05-19T04:50:38.804Z,1.4,1.41,1.8,1.35,1,2,3,24,0,1,1
SPC0001,20260519045038,2026-05-19T04:50:38.914Z,1.41,1.41,1.8,1.36,1,2,1,10,0,1,1
SPC0002,20260519045040,2026-05-19T04:50:40.007Z,1.73,1.72,1.8,1.68,1,1,0,0,0,1,1
SPC0001,20260519045040,2026-05-19T04:50:40.785Z,1.42,1.41,1.8,1.37,1,2,1,53,0,1,1
SPC0001,20260519045041,2026-05-19T04:50:41.814Z,1.43,1.41,1.8,1.38,1,2,2,28,0,1,1
SPC0001,20260519045041,2026-05-19T04:50:41.923Z,1.43,1.43,1.8,1.38,1,2,0,55,0,1,1
SPC0002,20260519045043,2026-05-19T04:50:43.015Z,1.73,1.72,1.8,1.68,1,1,0,0,0,1,1
SPC0001,20260519045043,2026-05-19T04:50:43.792Z,1.42,1.43,1.8,1.37,1,2,4,36,0,1,1
SPC0001,20260519045044,2026-05-19T04:50:44.822Z,1.42,1.42,1.8,1.37,1,2,1,45,0,1,1
SPC0001,20260519045044,2026-05-19T04:50:44.932Z,1.43,1.42,1.8,1.38,1,2,4,21,0,1,1
SPC0002,20260519045046,2026-05-19T04:50:46.027Z,1.75,1.73,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519045046,2026-05-19T04:50:46.807Z,1.44,1.43,1.8,1.39,1,2,1,53,0,1,1
SPC0001,20260519045047,2026-05-19T04:50:47.835Z,1.46,1.43,1.8,1.41,1,2,3,26,0,1,1
SPC0001,20260519045047,2026-05-19T04:50:47.944Z,1.48,1.46,1.8,1.43,1,1,0,0,0,1,1
SPC0002,20260519045049,2026-05-19T04:50:49.034Z,1.76,1.73,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519045049,2026-05-19T04:50:49.812Z,1.46,1.46,1.8,1.41,1,1,0,0,0,1,1
SPC0001,20260519045050,2026-05-19T04:50:50.846Z,1.47,1.46,1.8,1.42,1,1,0,0,0,1,1
SPC0001,20260519045050,2026-05-19T04:50:50.951Z,1.47,1.46,1.8,1.42,1,3,2,0,0,1,1
SPC0002,20260519045052,2026-05-19T04:50:52.038Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519045052,2026-05-19T04:50:52.817Z,1.48,1.47,1.8,1.43,1,3,2,18,0,1,1
SPC0001,20260519045053,2026-05-19T04:50:53.853Z,1.5,1.47,1.8,1.45,1,3,0,32,0,1,1
SPC0001,20260519045053,2026-05-19T04:50:53.962Z,1.48,1.5,1.8,1.43,1,3,4,39,0,1,1
SPC0002,20260519045055,2026-05-19T04:50:55.053Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519045055,2026-05-19T04:50:55.832Z,1.46,1.5,1.8,1.41,1,3,2,40,0,1,1
SPC0001,20260519045056,2026-05-19T04:50:56.859Z,1.48,1.46,1.8,1.43,1,3,2,43,0,1,1
SPC0001,20260519045056,2026-05-19T04:50:56.968Z,1.49,1.46,1.8,1.44,1,3,2,44,0,1,1
SPC0002,20260519045058,2026-05-19T04:50:58.055Z,1.74,1.75,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519045058,2026-05-19T04:50:58.845Z,1.49,1.49,1.8,1.44,1,3,1,14,0,1,1
SPC0001,20260519045059,2026-05-19T04:50:59.871Z,1.47,1.49,1.8,1.42,1,3,4,14,0,1,1
SPC0001,20260519045059,2026-05-19T04:50:59.980Z,1.48,1.47,1.8,1.43,1,3,4,49,0,1,1
SPC0002,20260519045101,2026-05-19T04:51:01.057Z,1.75,1.75,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519045101,2026-05-19T04:51:01.846Z,1.47,1.47,1.8,1.42,1,3,0,30,0,1,1
SPC0001,20260519045102,2026-05-19T04:51:02.876Z,1.49,1.47,1.8,1.44,1,3,3,16,0,1,1
SPC0001,20260519045102,2026-05-19T04:51:02.985Z,1.48,1.47,1.8,1.43,1,2,0,7,0,1,1
SPC0002,20260519045104,2026-05-19T04:51:04.059Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519045104,2026-05-19T04:51:04.854Z,1.5,1.48,1.8,1.45,1,2,2,20,0,1,1
SPC0001,20260519045105,2026-05-19T04:51:05.881Z,1.51,1.48,1.8,1.46,1,2,2,1,0,1,1
SPC0001,20260519045105,2026-05-19T04:51:05.991Z,1.51,1.51,1.8,1.46,1,2,1,13,0,1,1
SPC0002,20260519045107,2026-05-19T04:51:07.068Z,1.75,1.75,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519045107,2026-05-19T04:51:07.863Z,1.51,1.51,1.8,1.46,1,2,1,46,0,1,1
SPC0001,20260519045108,2026-05-19T04:51:08.894Z,1.52,1.51,1.8,1.47,1,2,1,59,0,1,1
SPC0001,20260519045109,2026-05-19T04:51:09.003Z,1.53,1.51,1.8,1.48,1,2,2,25,0,1,1
